direction,group,rank_in_group,Description,ID,Count,pvalue,p.adjust,minus_log10_pvalue,minus_log10_p_adjust,geneID
Down,KS,6,steroid biosynthetic process,GO:0006694,29,1.52e-09,1.48e-06,8.818156412055227,5.8297382846050425,ERLIN1/SOD1/HSD17B3/HSD17B11/ASAH1/FDXR/FDFT1/AKR1B1/ACAA2/DKKL1/OSBPL3/CYP51A1/HSD3B2/SCARB1/IDI1/EBP/HMGCR/SC5D/SQLE/DHCR7/CYB5R3/HMGCS1/FDX1/TM7SF2/HSD17B6/MSMO1/CYP11A1/DHCR24/CYP17A1
Down,KS,7,ATP metabolic process,GO:0046034,38,1.8e-09,1.48e-06,8.744727494896694,5.8297382846050425,NDUFS1/CLPX/TPI1/LDHA/CCNB1/STAT3/NDUFB2/CYCS/MSH2/HSPA8/ISCU/GHITM/COX7A2/COX5B/ATP5MC1/NDUFAB1/NDUFA4/NDUFA8/DNM1L/PARK7/NDUFA12/HIF1A/ATP6V1A/PARP1/LDHC/DNAJC15/ATP5PF/NDUFB5/ENO1/ATP5F1C/ATP5MF/UQCC2/ATP5PB/DLD/ATP5F1E/TMSB4X/COX7A2L/UQCR10
Down,KS,8,mitochondrial matrix,GO:0005759,53,2.88e-09,1.83e-06,8.540607512240769,5.73754891026957,NDUFS1/CLPX/ISCA1/CCNB1/TFAM/PPM1K/SDHAF3/GFM1/SUCLG2/SOD1/RARS2/TXN2/HIBCH/PDSS2/VDAC1/ISCU/HAGH/FDXR/PPA2/SUCLA2/NDUFAB1/ACAA2/TRNT1/TSFM/PARK7/ACADM/DAP3/GRPEL1/DNAJC15/ETFA/REXO2/PDHB/SOD2/ATP5F1C/SUCLG1/ACAT1/UQCC2/HADHA/PDK4/ATP5PB/DLD/ATP5F1E/HADHB/PCCB/SLC25A5/DECR1/HSPE1/PRDX3/HSPD1/ALAS1/FDX1/ACSM3/CYP11A1
Down,KS,9,secondary alcohol metabolic process,GO:1902652,26,3.3e-09,2.09e-06,8.481486060122112,5.679853713888946,ERLIN1/SOD1/FDXR/FDFT1/ACAA2/SOAT1/CYP51A1/ABCA5/SCARB1/LIMA1/IDI1/LDLR/EBP/HMGCR/SC5D/SQLE/MT3/DHCR7/CYB5R3/HMGCS1/IDH1/FDX1/TM7SF2/MSMO1/CYP11A1/DHCR24
Down,KS,10,cholesterol metabolic process,GO:0008203,25,3.39e-09,2.09e-06,8.469800301796917,5.679853713888946,ERLIN1/SOD1/FDXR/FDFT1/ACAA2/SOAT1/CYP51A1/ABCA5/SCARB1/LIMA1/IDI1/LDLR/EBP/HMGCR/SC5D/SQLE/MT3/DHCR7/CYB5R3/HMGCS1/FDX1/TM7SF2/MSMO1/CYP11A1/DHCR24
Down,KS,11,oxidative phosphorylation,GO:0006119,25,6.26e-09,3.43e-06,8.20342566678957,5.464705879957229,NDUFS1/CCNB1/NDUFB2/CYCS/MSH2/ISCU/GHITM/COX7A2/COX5B/NDUFAB1/NDUFA4/NDUFA8/PARK7/NDUFA12/DNAJC15/ATP5PF/NDUFB5/ATP5F1C/ATP5MF/UQCC2/ATP5PB/DLD/ATP5F1E/COX7A2L/UQCR10
Down,KS,12,mitochondrial outer membrane,GO:0005741,30,1.77e-08,4.04e-06,7.752026733638194,5.393618634889395,FUNDC1/OPA1/MTX2/ACSL1/CISD1/APOO/NME1/VDAC1/ACSL3/MGST1/LPIN1/STMP1/SH3GLB1/ACSL4/WASF1/DNM1L/BNIP3/TOMM34/IMMT/MAOA/PGRMC1/ASS1/HADHB/IFI27/MT3/CYB5R3/PLA2G2A/MGARP/GJA1/CYB5A
Down,KS,13,organelle outer membrane,GO:0031968,32,2.06e-08,4.04e-06,7.686132779630847,5.393618634889395,FUNDC1/OPA1/MTX2/ACSL1/CISD1/APOO/NME1/VDAC1/ACSL3/MGST1/LPIN1/STMP1/SH3GLB1/SYNE2/ACSL4/WASF1/DNM1L/BNIP3/TOMM34/IMMT/MAOA/PGRMC1/ASS1/HADHB/IFI27/MT3/DHCR7/CYB5R3/PLA2G2A/MGARP/GJA1/CYB5A
Down,KS,14,sterol biosynthetic process,GO:0016126,16,2.24e-08,1.11e-05,7.649751981665837,4.954677021213342,ERLIN1/SOD1/FDFT1/ACAA2/CYP51A1/IDI1/EBP/HMGCR/SC5D/SQLE/DHCR7/CYB5R3/HMGCS1/TM7SF2/MSMO1/DHCR24
Down,KS,15,outer membrane,GO:0019867,32,2.54e-08,4.04e-06,7.595166283380062,5.393618634889395,FUNDC1/OPA1/MTX2/ACSL1/CISD1/APOO/NME1/VDAC1/ACSL3/MGST1/LPIN1/STMP1/SH3GLB1/SYNE2/ACSL4/WASF1/DNM1L/BNIP3/TOMM34/IMMT/MAOA/PGRMC1/ASS1/HADHB/IFI27/MT3/DHCR7/CYB5R3/PLA2G2A/MGARP/GJA1/CYB5A
